Month,City,Street,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Credit_Score,Has_Payday_Loan,Has_Credit_Builder_Loan,Has_Not_Specified_Loan,Has_Home_Equity_Loan,Has_Mortgage_Loan,Has_Personal_Loan,Has_Student_Loan,Has_Debt_Consolidation_Loan,Has_Auto_Loan,Has_Missing_Loan
July,Standhampton,Unknown,28.0,Mechanic,9955.464999999997,887.6220833000002,9.0,10.0,28.0,4.666666666666666,55.0,9.0,9.65,11.0,Standard,2274.13,37.83608791,19.666666666666668,Yes,133.33052262666666,2,0,0,0,0,0,0,0,0,0,1
February,Unknown,Canal Street,38.0,Doctor,66052.68666666668,5321.023333,1.333333333333333,3.0,12.0,0.0,9.333333333333332,1.9999999999999964,6.05,5.0,Good,567.3566666666667,36.292555476666664,26.86111111111111,No,6682.455399963333,3,0,0,0,0,0,0,0,0,0,1
August,Unknown,Old Street,25.0,Teacher,108702.09,8900.5075,3.0,4.0,12.0,4.0,14.0,6.0,3.369999999999999,1.0,Good,364.80999999999995,30.86685869,26.666666666666668,No,500.17384173333335,2,0,1,1,0,1,0,0,1,0,0
June,Unknown,Unknown,43.333333333333336,Journalist,34660.860000000015,6026.320555666667,8.0,4.0,6.0,0.0,25.0,15.0,5.63,4.0,Standard,982.0466666666666,39.07358397,15.583333333333334,No,3431.0400074366667,2,0,0,0,0,0,0,0,0,0,1
January,BadShire,Queen Street,29.0,Writer,15511.643333333355,2096.7786111000005,7.0,6.0,31.0,7.0,49.33333333333333,18.0,17.36,7.0,Bad,3237.75,26.42912546,8.388888888888888,Yes,91.21480452999998,1,0,0,0,0,0,0,0,0,0,1
Unknown,Standhampton,Fleet Street,29.0,Unknown,27653.790000000008,1759.5588886666667,5.333333333333333,4.0,17.0,3.6666666666666665,23.0,15.666666666666666,3.9833333333333343,7.333333333333334,Standard,13.240000000000009,35.91399132,31.833333333333332,No,265.7349715,2,0,0,0,0,0,1,1,1,0,0
April,Standhampton,Unknown,47.66666666666667,Architect,30306.93666666669,1632.145833,3.0,4.0,16.0,4.0,7.000000000000002,6.0,9.07,6.0,Standard,1292.1366666666668,30.215917986666668,11.0,Yes,97.75935611333324,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,North Street,25.0,Cleaner,14330.889999999985,950.2408332999998,8.666666666666666,6.666666666666667,25.0,6.0,50.0,21.0,5.34,6.0,Bad,3127.61,26.43019411,1.0833333333333321,Yes,108.71151960000003,2,0,0,1,0,1,0,1,0,1,0
Unknown,Standhampton,Quality Street,30.0,Teacher,76387.05,6104.5875,5.0,4.0,14.666666666666666,0.0,22.0,15.0,6.9366666666666665,0.0,_,528.6366666666667,30.25210659,19.583333333333332,No,48.78033861,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Fleet Street,19.0,Architect,72559.36,9107.025277666668,4.0,3.333333333333333,11.0,4.0,14.0,22.0,2.74,2.333333333333333,Standard,1173.7,33.71444879,28.0,No,122.62397040000002,2,1,1,0,1,1,0,0,0,0,0
February,Standhampton,Grove Street,52.0,Architect,65312.73000000001,5255.7275,3.0,5.0,20.0,1.0,19.0,13.666666666666666,5.6,3.3333333333333335,Standard,466.4,27.18117937,22.97222222222222,No,35.36975386000006,2,0,0,0,0,1,0,0,0,0,0
March,Standhampton,New Street,25.0,Journalist,42135.859999999986,4930.666667,6.0,3.0,16.0,3.6666666666666665,13.0,17.0,19.34,11.0,Standard,218.72000000000003,33.72971272,29.0,Yes,279.2464074,2,0,1,1,0,0,1,0,0,0,0
Unknown,BadShire,Fleet Street,19.333333333333336,Teacher,15201.0,4906.268333333333,9.666666666666668,6.0,20.0,6.0,24.0,309.0,19.25,8.0,Standard,1879.27,23.8017898,15.666666666666666,Yes,120.86926204333326,1,0,1,1,0,0,1,1,0,1,0
Unknown,BadShire,River Street,34.0,Musician,36339.359999999986,2986.635833,2.0,5.666666666666667,5.0,2.0,9.666666666666666,5.0,4.69,7.0,Good,836.46,31.684396073333335,22.944444444444443,NM,321.8148951,1,0,1,1,0,0,0,0,0,0,0
February,Unknown,King Street,43.66666666666667,Writer,9592.415000000008,3962.8233336666663,3.0,4.0,9.0,3.3333333333333335,11.333333333333334,19.0,1.959999999999999,4.0,Good,754.55,27.75327164,17.77777777777778,NM,48.92123977,2,1,0,1,1,0,0,0,0,0,0
April,Standhampton,New Street,38.0,Teacher,44768.760000000024,4021.73,8.0,8.0,34.0,9.0,53.0,17.0,28.21,10.0,Bad,2989.37,34.80663428,2.583333333333334,Yes,173.78793854333338,2,1,0,1,1,1,1,1,0,1,0
July,BadShire,South Street,23.0,Mechanic,30974.20666666668,5230.456667,8.0,10.0,30.0,2.0,53.0,21.0,2.8,8.666666666666666,Bad,1925.4966666666667,26.96242067,15.833333333333334,Yes,455.2783066,1,0,0,0,1,0,0,1,0,0,0
April,Standhampton,New Street,53.0,Architect,66174.84,3036.5631943333333,6.666666666666666,7.0,12.333333333333334,4.0,19.0,7.0,11.23,4.0,_,777.3666666666666,32.54356797,20.666666666666668,NM,413.1430844,2,0,0,1,0,0,1,1,0,1,0
April,BadShire,King Street,39.0,Unknown,8057.429999999993,4528.040555333333,4.0,9.0,17.0,6.0,27.0,13.000000000000002,9.306666666666667,6.666666666666667,_,1452.74,24.43193356,19.0,Yes,57.26379102999999,1,0,1,1,1,1,0,0,0,1,0
July,BadShire,High Street,17.0,Teacher,61266.63000000002,2052.5468053333334,4.666666666666667,6.0,10.666666666666668,2.0,13.0,11.333333333333336,6.536666666666667,5.333333333333333,Standard,570.58,36.27307219,10.75,Yes,188.2297807,1,0,0,0,0,1,0,0,1,0,0
January,Standhampton,Quality Street,31.333333333333332,Teacher,34532.576666666646,3992.5506176666663,7.0,7.0,19.0,2.0,20.0,9.0,6.68,4.0,Standard,1004.26,38.93570455,21.666666666666668,No,112.6183206,2,0,0,1,0,0,0,0,1,0,0
February,Lonton,Abbey Drive,31.0,Manager,54904.100000000006,4839.341667,7.0,3.0,12.333333333333332,0.0,8.0,7.0000000000000036,3.8100000000000005,1.0,Good,737.62,33.33955858,22.194444444444443,No,430.5149942,3,0,0,0,0,0,0,0,0,0,1
May,Standhampton,Unknown,33.333333333333336,Journalist,14647.904999999999,1105.65875,0.0,3.0,7.0,3.0,7.000000000000002,4.0,8.77,0.666666666666667,_,819.3566666666666,39.06994781666667,19.63888888888889,NM,63.22260435999999,2,0,0,0,0,0,1,1,0,0,0
May,BadShire,Oak Street,25.0,Student,7604.184999999998,612.6820833000002,9.0,8.666666666666666,32.0,3.0,47.0,18.0,7.63,12.0,Standard,1745.9666666666667,33.42150302,5.75,NM,39.51158479999992,1,1,0,1,0,1,0,0,0,0,0
June,BadShire,Main Street,37.0,Artist,29712.446666666656,3462.661667,6.0,7.0,26.0,5.0,3.0,12.0,14.926666666666666,11.0,Standard,2429.76,25.01087915,11.083333333333334,Yes,84.91538467999999,1,1,0,0,1,1,0,0,0,1,0
April,BadShire,Quality Street,19.0,Journalist,18967.12999999999,1729.594167,6.0,7.0,29.0,9.0,45.33333333333333,16.0,9.8,10.0,_,3213.09,33.79872806666667,0.41666666666666785,NM,143.2248143,1,0,1,1,1,1,0,0,0,0,0
August,Standhampton,Old Street,42.0,Journalist,70554.22,4736.477223333334,4.0,4.333333333333334,10.0,2.0,7.000000000000002,15.0,8.413333333333334,3.0,Standard,908.62,34.140829583333336,21.444444444444443,NM,438.4609198,2,0,1,0,1,0,0,0,0,0,0
May,Standhampton,Trafalgar Street,33.0,Mechanic,46283.89666666667,2876.971667,10.0,7.666666666666666,22.0,7.0,32.0,20.0,21.47,10.0,_,4300.4,33.21332484333333,2.166666666666668,Yes,264.7031555233333,2,1,0,0,0,1,1,1,1,1,0
April,Standhampton,Old Street,43.0,Unknown,55735.619999999995,4939.635,7.0,4.0,14.0,3.0,6.0,14.0,9.459999999999999,1.0,Standard,312.84000000000015,27.48009091,25.0,No,174.1631167,2,1,0,0,0,0,1,1,0,0,0
August,Standhampton,Imperial Street,40.0,Teacher,14479.400000000009,996.5179167000001,5.666666666666667,4.0,11.666666666666666,1.0,15.0,16.0,7.656666666666666,0.0,Standard,532.4833333333332,27.27031337,29.666666666666668,No,115.307119,2,0,0,0,0,0,0,0,0,1,0
February,Standhampton,Grove Street,30.0,Architect,35181.529999999984,3348.785833,0.0,4.0,3.333333333333334,2.0,10.0,6.0,1.9000000000000004,0.0,Good,1357.79,27.39862796,25.0,NM,400.6000441,2,0,0,0,0,0,0,1,0,1,0
Unknown,Standhampton,Jubilee Street,29.0,Teacher,63675.119999999995,5352.26,3.0,4.0,10.666666666666666,0.0,6.0,16.0,5.703333333333333,2.0,Standard,681.31,30.50686007,22.333333333333332,Yes,10000.0,2,0,0,0,0,0,0,0,0,0,1
May,Standhampton,Grove Street,27.333333333333336,Unknown,29394.880000000005,3089.0622223333335,4.333333333333333,3.0,8.0,0.0,30.0,19.0,7.17,7.0,Standard,519.81,25.06607176,19.5,No,226.9332772,2,0,0,0,0,0,0,0,0,0,1
January,BadShire,Park Street,34.0,Unemployed,14231.959999999992,1314.996667,8.0,5.0,16.333333333333332,5.0,40.0,23.0,10.47,6.333333333333333,Bad,2935.5066666666667,36.91709341,17.75,Yes,178.97528129666665,1,0,0,1,1,0,1,0,0,1,0
January,Standhampton,Unknown,31.333333333333332,Architect,87246.15,7564.5125,6.333333333333333,3.0,11.666666666666666,2.0,29.0,19.0,5.63,1.0,Standard,494.1600000000001,41.49043549,20.416666666666668,No,198.88361270000001,2,0,0,0,0,0,0,0,1,1,0
June,BadShire,South Street,44.0,Student,18192.399999999994,3701.2644443333334,9.0,7.0,29.0,8.0,37.0,25.0,2.26,11.0,_,2557.77,37.42698748,20.0,Yes,116.20120449666666,1,0,1,0,1,1,1,0,1,0,0
August,Standhampton,Quality Street,36.0,Teacher,174304.04,14458.33667,1.0,3.0,12.0,0.0,5.0,7.0,1.959999999999999,4.0,Good,461.1600000000001,35.39244137,30.5,No,765.0078809,2,0,0,0,0,0,0,0,0,0,1
February,Standhampton,Unknown,34.0,Unknown,44271.84999999999,2086.2058333333334,4.0,5.0,5.0,3.0,26.0,14.0,16.19,10.0,Standard,400.36333333333334,29.67968816,18.5,NM,123.18658840666666,2,0,0,1,0,0,1,1,0,0,0
January,BadShire,Unknown,23.666666666666664,Artist,18215.830000000016,1385.1638890999998,9.0,8.0,23.333333333333336,7.0,64.0,13.000000000000002,17.23,11.0,Bad,3334.81,35.94115872,5.583333333333332,Yes,217.8605169,1,0,0,0,0,0,0,0,0,0,1
July,Lonton,Oxford Street,42.0,Accountant,32829.619999999995,2945.801667,5.0,7.0,10.0,3.0,8.0,6.333333333333336,8.743333333333332,2.0,Good,823.88,30.013894926666666,22.25,No,171.52470605666667,3,0,0,0,0,1,1,0,0,1,0
Unknown,Standhampton,Jubilee Street,39.0,Architect,19296.01666666665,1260.1333330000002,4.0,5.333333333333333,15.333333333333334,0.0,6.0,10.333333333333332,14.273333333333333,4.0,Good,1420.93,35.01791108,21.416666666666664,No,32.87170120000002,2,0,0,0,0,0,0,0,0,0,1
June,BadShire,Queen Street,24.0,Musician,26933.49000000002,1679.055833,9.0,9.0,17.0,7.0,44.0,21.0,7.863333333333333,8.666666666666666,Bad,2971.91,32.89840166,12.083333333333334,NM,107.1900043,1,0,1,1,1,0,1,1,0,0,0
February,Standhampton,Pine Street,39.0,Journalist,71112.84,5885.07,5.333333333333333,4.0,11.0,1.6666666666666665,23.0,11.333333333333336,11.07,3.0,_,432.53,28.25286432,19.5,No,109.07034529999999,2,0,1,0,0,0,0,0,0,0,0
June,Lonton,Baker Street,54.0,Entrepreneur,44083.28,7885.6527780000015,4.333333333333333,4.0,9.0,3.6666666666666665,5.0,7.666666666666668,3.8400000000000007,1.6666666666666665,Good,616.74,40.01550392,24.36111111111111,No,368.07268436999993,3,1,1,0,0,1,0,0,0,0,0
June,Standhampton,High Street,25.0,Architect,29228.179999999993,2695.681667,7.0,5.0,9.0,2.3333333333333335,20.333333333333332,17.0,3.8200000000000003,2.0,Standard,1478.07,32.56879411333333,24.083333333333332,Yes,125.63222969999998,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Jubilee Street,45.0,Teacher,25462.290000000008,2295.8575,8.0,6.0,17.0,7.0,23.333333333333332,20.0,16.223333333333333,7.666666666666667,Standard,1189.3,32.19372964,14.333333333333334,Yes,110.25897369666666,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,High Street,42.0,Teacher,20005.220000000016,1683.101667,8.0,6.666666666666667,19.666666666666668,4.0,31.0,23.0,15.503333333333334,13.0,Standard,1038.4566666666667,29.83677528,12.583333333333334,Yes,127.6645957,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Grove Street,32.333333333333336,Architect,37438.43999999999,4661.316667,6.0,3.0,5.0,0.0,8.0,18.0,7.24,1.0,_,842.7466666666667,34.16707689,22.36111111111111,No,292.9504374,2,0,0,0,0,0,0,0,0,0,1
June,Lonton,Fleet Street,37.0,Architect,126047.97,8484.463055666667,5.0,7.0,7.000000000000001,2.0,14.0,17.333333333333336,12.313333333333334,9.0,Standard,823.5766666666666,28.64762479,19.25,Yes,1146.537894,3,0,1,0,0,0,1,0,0,0,0
March,Standhampton,Imperial Street,39.0,Journalist,77463.99,6388.3325,7.0,4.0,15.0,2.333333333333333,12.666666666666666,15.0,2.42,4.0,_,451.63,35.0755757,16.833333333333332,NM,630.0778414,2,0,0,0,0,0,0,0,1,1,0
August,BadShire,River Street,35.0,Unemployed,1202127.2333333334,2401.327361,8.0,7.0,23.666666666666664,7.0,58.0,16.0,22.276666666666664,12.0,_,4117.61,39.64826239,5.1111111111111125,Yes,327.1135971,1,0,0,1,1,0,1,0,0,1,0
January,BadShire,Trafalgar Street,35.666666666666664,Unknown,76448.44,6134.703333,6.0,5.0,17.0,3.0,23.0,8.0,9.37,6.0,_,2063.55,31.793095443333332,11.083333333333334,Yes,138.32151960333334,1,0,0,0,0,1,0,0,1,1,0
January,Standhampton,Fleet Street,39.0,Architect,14397.011666666673,1075.84125,3.0,6.0,19.0,2.3333333333333335,6.0,20.0,14.973333333333333,5.0,Standard,563.69,22.72249389,15.222222222222221,Yes,77.58576735999998,2,0,0,0,1,0,0,0,1,0,0
June,Standhampton,Jubilee Street,22.0,Architect,25312.339999999997,1857.361667,5.333333333333333,7.0,5.0,2.0,11.0,17.0,10.54,2.0,Standard,893.13,37.93417019,20.583333333333332,Yes,125.1420367,2,0,0,0,0,1,0,0,0,0,0
April,Standhampton,High Street,33.333333333333336,Teacher,20232.11,4026.0004166666668,5.0,3.0,6.0,5.333333333333334,9.0,19.0,14.62,4.666666666666667,_,1158.4166666666665,34.70878509666667,25.444444444444446,Yes,125.922394,2,1,0,1,0,1,0,0,0,1,0
March,BadShire,Trafalgar Street,25.0,Unemployed,17337.800000000003,1674.816667,8.666666666666666,5.0,16.0,6.0,26.333333333333332,16.0,4.96,11.0,_,1301.4433333333334,29.954433276666666,19.0,NM,148.99932821666664,1,1,0,1,1,0,0,0,1,0,0
March,Standhampton,Quality Street,41.0,Teacher,54568.64666666667,3637.561419,7.0,7.0,11.0,3.0,8.0,15.0,11.87,2.6666666666666665,Standard,1656.1366666666668,28.06924713,22.333333333333332,No,104.4022759,2,0,0,1,0,1,0,1,0,0,0
Unknown,BadShire,Old Street,35.333333333333336,Journalist,20915.42,1616.9516669999998,9.0,6.333333333333333,28.0,5.0,50.33333333333333,16.0,3.6799999999999997,9.0,Bad,2093.75,35.39561352,17.083333333333332,Yes,138.29827250999995,1,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Imperial Street,39.0,Unknown,33405.73999999999,2141.0788889999994,3.0,6.0,20.0,1.0,27.0,19.333333333333336,7.77,0.0,Standard,196.29999999999995,33.47301172666666,21.38888888888889,Yes,198.4472181,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Grove Street,22.0,Journalist,39394.470000000016,2254.079167,4.0,4.0,9.0,2.0,5.0,10.0,12.31,3.0,Standard,1048.9666666666667,29.29047666,22.916666666666664,Yes,84.13010096,2,0,0,0,1,1,0,0,0,0,0
June,Standhampton,Penny Lane,38.0,Doctor,130125.04,3193.8661113333337,5.0,2.0,5.666666666666666,2.0,16.333333333333332,1.9999999999999964,3.8200000000000003,3.0,_,1195.05,26.31058085,16.333333333333332,NM,564.9983089,2,0,0,0,0,1,0,0,1,0,0
January,Standhampton,Memory Street,49.0,Journalist,12763.794999999998,1892.3188890000001,8.0,6.0,20.0,4.0,8.0,13.000000000000002,5.216666666666667,2.0,Standard,1472.02,28.46169802,28.416666666666668,No,112.35675007333333,2,0,0,0,0,0,0,0,0,0,1
Unknown,ZeroVille,Park Street,56.0,Musician,37482.369999999995,3182.530833,6.333333333333333,7.0,1.0,1.0,11.0,3.0,3.87,4.0,_,1137.02,35.29830309,21.333333333333332,No,10000.0,0,0,0,1,0,0,0,0,0,0,0
August,Standhampton,Grove Street,45.666666666666664,Architect,14489.475000000006,1457.4562499999997,5.0,4.0,8.0,0.0,7.000000000000002,7.0,1.58,0.33333333333333304,Good,759.6566666666666,33.46971333,18.916666666666668,No,154.8714359,2,0,0,0,0,0,0,0,0,0,1
March,Standhampton,Unknown,24.0,Architect,24131.570000000007,1966.5472223333336,7.0,7.0,13.0,2.0,18.0,5.0,-5.49,0.0,Standard,1246.66,32.13639103,19.166666666666668,NM,220.2566999,2,0,0,0,1,0,0,0,1,0,0
March,Lonton,Canal Street,52.0,Doctor,38104.04000000002,3399.336667,5.0,4.0,5.666666666666664,2.0,20.333333333333332,4.0,5.62,3.3333333333333335,Good,858.44,38.85810631,24.36111111111111,No,199.33632,3,0,0,0,0,0,0,1,1,0,0
January,Standhampton,High Street,45.0,Journalist,22387.75,1938.645833,5.666666666666667,4.666666666666667,13.333333333333334,1.0,28.0,12.0,9.603333333333333,2.6666666666666665,Standard,542.4033333333334,35.102243,27.666666666666668,No,69.07910191000002,2,1,0,0,0,0,0,0,0,0,0
January,BadShire,Park Street,22.0,Artist,38443.42,1839.8838888666667,8.0,8.0,23.333333333333336,3.0,43.666666666666664,14.0,11.526666666666667,11.0,Standard,2201.8033333333333,33.37338262,8.333333333333332,Yes,120.04549149999997,1,1,0,1,0,1,0,0,0,0,0
January,Standhampton,High Street,37.333333333333336,Architect,122658.64,10020.55333,5.666666666666667,3.0,15.333333333333334,2.0,30.0,16.666666666666668,11.98,3.3333333333333335,Standard,367.3499999999999,38.40944038333333,30.083333333333332,NM,244.30176829999996,2,0,0,0,0,0,0,0,1,0,0
June,Standhampton,High Street,51.0,Architect,112400.24,9657.686667,7.0,4.666666666666667,16.0,2.6666666666666665,22.0,15.0,18.63,4.0,Standard,57.91000000000008,29.578854376666666,32.5,Yes,219.13973779999998,2,0,0,0,0,1,1,0,0,0,0
May,Lonton,Market Street,26.0,Media_Manager,89855.45333333334,7438.79,6.666666666666666,7.0,9.666666666666668,0.0,25.0,8.333333333333332,1.2300000000000004,4.666666666666667,_,928.99,38.26326215,32.666666666666664,No,263.7606368,3,0,0,0,0,0,0,0,0,0,1
Unknown,Standhampton,Memory Street,32.666666666666664,Teacher,87692.85,5264.826526666667,4.0,6.0,11.333333333333332,3.6666666666666665,28.0,1.9999999999999964,6.21,0.0,Good,1352.22,29.90650556,23.75,No,138.504184,2,0,0,0,1,0,1,1,0,0,0
May,Lonton,Jubilee Street,16.0,Teacher,16701.540000000008,1555.795,7.0,6.0,26.0,6.0,60.666666666666664,16.0,18.50333333333333,14.0,Bad,3356.8600000000006,35.78399336333333,6.166666666666666,NM,146.82598639999998,3,1,0,1,0,0,1,0,0,0,0
January,Standhampton,Quality Street,39.0,Teacher,23727.449999999997,2766.675,7.0,4.0,6.0,0.0,10.0,13.000000000000002,2.3499999999999996,1.0000000000000009,Standard,943.06,38.01622341,22.083333333333332,No,92.71954237,2,0,0,0,0,0,0,0,0,0,1
April,Standhampton,Elm Street,24.0,Engineer,16955.675000000003,2235.499583,0.0,1.0,7.0,2.0,9.0,4.0,3.09,4.0,_,702.6966666666666,29.664475103333334,27.5,No,139.55481403333334,2,1,0,0,0,0,0,1,0,0,0
January,BadShire,South Street,22.666666666666664,Artist,18115.209999999992,5873.15,9.0,8.0,18.0,6.0,16.0,17.666666666666668,10.18,11.0,Standard,1440.76,22.49285261,18.833333333333332,Yes,85.40171207999998,1,0,1,1,0,1,0,1,0,1,0
August,Standhampton,Pine Street,48.666666666666664,Journalist,34599.94,2942.328333,7.0,6.0,11.333333333333332,0.0,17.333333333333332,8.0,3.45,1.0,Standard,942.59,32.93668443666667,27.166666666666668,No,165.3975517,2,0,0,0,0,0,0,0,0,0,1
Unknown,Lonton,Grove Street,41.33333333333333,Teacher,17273.830000000016,8839.399446666666,3.3333333333333335,3.0,8.0,1.0,7.333333333333332,6.0,9.68,1.6666666666666665,Good,210.93000000000006,35.68020649,21.333333333333332,NM,94.58361696999998,3,0,0,0,0,0,0,0,0,0,1
May,Unknown,Queen Street,33.0,Mechanic,14851.270000000004,1462.605833,8.666666666666666,9.0,30.0,7.666666666666666,29.666666666666668,24.0,14.943333333333335,8.0,_,2867.66,25.90567064,11.666666666666666,Yes,116.06516226666668,1,0,0,1,1,1,1,0,0,1,0
Unknown,Unknown,Canal Street,19.0,Unknown,60801.28,9064.046943333333,3.0,7.0,2.0,2.0,7.666666666666666,9.333333333333332,7.39,3.0,Good,1272.77,23.90280839,20.944444444444443,No,142.80492777,3,0,0,0,0,0,1,1,0,0,0
March,Standhampton,Queen Street,25.0,Mechanic,20833.190000000002,3630.002882,6.0,6.0,31.0,5.0,33.333333333333336,17.333333333333332,16.02,9.0,Bad,4987.19,36.9347911,4.472222222222221,Yes,111.9382769,2,0,0,0,0,0,0,0,0,0,1
August,Standhampton,Unknown,36.0,Teacher,162053.08,13470.42333,1.0,7.0,10.0,1.0,7.000000000000002,713.0,4.89,3.0,Good,931.4566666666667,33.81254339,24.666666666666668,No,3763.7243604333335,2,0,0,0,0,1,0,0,0,0,0
May,Standhampton,Pine Street,26.0,Teacher,56687.56000000001,4514.963333,5.0,5.666666666666667,7.0,6.0,17.333333333333332,13.000000000000002,19.08,6.0,_,239.32999999999993,32.05853425666667,12.166666666666666,NM,183.58282214333337,2,0,0,1,1,1,0,1,1,0,0
August,BadShire,Park Street,25.666666666666668,Musician,13153.999999999985,1091.7466669999994,10.0,8.333333333333334,23.0,6.0,47.0,17.333333333333332,22.64,13.0,Bad,3896.3133333333335,31.92776972,5.916666666666668,Yes,80.70896787333334,1,0,1,0,1,1,0,0,0,1,0
Unknown,Standhampton,High Street,37.333333333333336,Teacher,51185.11333333334,2902.7925,7.0,3.0,16.333333333333332,4.333333333333333,19.0,19.666666666666668,19.68,6.666666666666667,_,588.79,34.86467347666667,19.583333333333332,Yes,193.17463848,2,0,1,0,1,0,0,0,1,0,0
Unknown,BadShire,Jubilee Street,32.333333333333336,Journalist,67255.6,10718.342246666667,4.0,6.0,4.0,4.0,3.0,9.666666666666664,2.6399999999999997,3.0,Good,626.0133333333332,30.197722246666668,22.666666666666668,NM,249.1743232,1,0,0,0,0,0,0,0,0,0,1
June,Standhampton,Old Street,37.666666666666664,Architect,16784.740000000005,1133.7283329999996,8.666666666666666,10.0,23.0,8.333333333333334,47.0,17.0,31.04,14.0,Bad,3664.8,23.74118488,3.166666666666666,NM,3513.9960729,2,1,0,1,1,0,0,0,1,0,0
March,Standhampton,Quality Street,42.0,Architect,41507.119999999995,1510.5670833333334,10.0,10.0,15.0,7.0,41.66666666666667,17.0,15.709999999999999,12.333333333333332,Bad,1882.4966666666667,29.80363129,6.444444444444445,Yes,75.9006902166667,2,1,0,0,0,1,1,1,0,1,0
May,Standhampton,Pine Street,39.333333333333336,Architect,88221.16,7113.763333,7.0,5.333333333333333,12.0,0.0,17.333333333333332,15.0,14.98,3.0,Standard,990.6333333333333,26.43455993,27.0,Yes,317.4324012,2,0,0,0,0,0,0,0,0,0,1
January,Standhampton,High Street,24.0,Teacher,171064.68,10078.303889,1.333333333333333,5.0,9.0,0.0,15.0,5.0,10.57,4.0,Good,988.95,40.17815313,32.416666666666664,No,1210.566651,2,0,0,0,0,0,0,0,0,0,1
January,Lonton,Market Street,50.0,Doctor,81821.28,3142.278333,4.333333333333334,5.0,5.0,1.0,10.0,1.0,9.48,4.0,Good,639.6166666666666,38.11765403,20.63888888888889,NM,106.45836000000003,3,0,0,0,0,0,0,1,0,0,0
February,BadShire,Queen Street,31.0,Student,54201.98999999999,3083.258611333333,6.0,6.333333333333333,30.0,3.6666666666666665,59.0,24.0,7.66,10.0,_,1722.97,30.53336227666667,8.666666666666666,Yes,3515.7635101666665,1,0,0,0,1,0,0,1,1,0,0
June,Standhampton,Pine Street,29.666666666666664,Unknown,65929.12,6657.766666333333,6.0,5.333333333333333,8.666666666666666,2.0,8.0,10.0,17.76,4.666666666666667,Standard,1329.17,30.621343873333334,18.61111111111111,Yes,138.79768610000002,2,1,0,0,0,0,0,0,0,1,0
January,Standhampton,Unknown,20.0,Journalist,18053.320000000007,1923.5106944333334,7.333333333333333,6.0,13.0,7.0,14.0,12.0,12.06,7.0,Standard,1262.85,23.78034164,6.75,Yes,10000.0,2,1,1,1,0,0,0,1,1,0,0
July,Standhampton,Abbey Drive,49.0,Lawyer,61085.5,4842.458333,8.0,5.0,8.0,3.0,17.666666666666668,12.0,11.95,4.0,Good,641.8799999999999,34.35291078,25.916666666666668,No,264.3322472,2,1,0,1,1,0,0,0,0,0,0
