Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Amount_invested_monthly,Credit_Score
21.0,47873.6,3895.466667,3.0,3.0,19.0,2.0,19.0,16.0,11.81,3.0,879.54,25.52733161,25.25,123.767678,2
21.0,47873.6,3895.466667,3.0,3.0,19.0,2.0,19.0,17.0,14.81,3.0,879.54,31.29172637,25.416666666666668,70.82198891,2
15.0,17927.6,1234.070825,8.0,5.0,34.0,6.0,54.0,21.0,3.37,8.0,1986.45,31.45440294,13.75,113.322154,2
55.0,69823.72,5547.643333,4.0,2.0,3.0,4.0,8.0,1.0,10.97,2.0,163.11,25.52594998,27.833333333333332,60.43089708,3
55.0,67850.16,5520.18,5.0,6.0,10.0,3.0,24.0,18.0,1.17,5.0,654.06,36.89222774,33.166666666666664,514.2018658,2
14.0,8871.555,853.29625,8.0,7.0,20.0,9.0,22.0,23.0,5.72,9.0,1584.64,22.86178239,15.583333333333334,33.02260022,1
27.0,38868.12,3043.01,3.0,4.0,1.0,1.0,3.0,4.0,1.51,3.0,1150.03,33.32727107,24.583333333333332,254.5528522,3
19.0,69642.0,5842.5,2.0,2.0,12.0,1.0,3.0,8.0,12.41,9.0,203.56,41.0601048,21.5,301.1884197,3
32.0,17780.69,1246.724167,7.0,7.0,15.0,7.0,9.0,9.0,9.08,4.0,2615.51,28.34244259,10.083333333333334,53.88770624,2
47.0,167492.8,14254.73333,2.0,4.0,12.0,2.0,2.0,9.0,3.34,0.0,1471.07,45.12433217,26.75,247.0422544,3
55.0,176015.16,14855.93,2.0,6.0,12.0,0.0,8.0,7.0,7.15,3.0,1471.36,37.90316063,28.833333333333332,497.5666832,2
56.0,176015.16,14855.93,2.0,6.0,12.0,0.0,8.0,6.0,9.15,3.0,1471.36,22.47602256,29.083333333333332,1903.080048,0
56.0,176015.16,14855.93,2.0,6.0,12.0,0.0,8.0,8.0,7.15,3.0,1471.36,38.95537272,29.166666666666668,301.1933445,0
29.0,68667.56,5929.296667,7.0,6.0,21.0,3.0,26.0,9.0,15.03,7.0,1384.94,29.62151922,9.333333333333334,135.180102,1
19.0,68845.08,5570.09,10.0,7.0,20.0,6.0,28.0,22.0,2.7,8.0,1498.12,33.58699461,15.166666666666666,231.5700985,1
48.0,124814.04,10164.17,1.0,3.0,7.0,2.0,26.0,1.0,6.36,6.0,660.33,42.87290214,22.583333333333332,131.9997823,2
48.0,124814.04,10164.17,1.0,3.0,7.0,2.0,26.0,3.0,6.36,6.0,660.33,37.03215487,22.666666666666668,201.7429096,2
49.0,124814.04,10164.17,1.0,3.0,7.0,2.0,26.0,1.0,2.36,6.0,660.33,28.19101929,22.833333333333332,318.1887567,1
42.0,20001329.0,11162.35333,4.0,4.0,20.0,0.0,22.0,12.0,6.72,4.0,344.86,43.05862932,20.916666666666668,141.5727554,2
28.0,14520.69,1379.0575,7.0,10.0,32.0,7.0,15.0,23.0,15.62,6.0,2921.07,25.25943881,5.916666666666667,39.08582292,2
31.0,14580.98,1331.081667,4.0,3.0,5.0,4.0,16.0,2461.0,12.88,7.0,2589.63,32.59332079,6.333333333333333,54.8495453,2
30.0,70939.34,5731.611667,5.0,6.0,14.0,3.0,25.0,13.0,8.39,7.0,261.42,41.06218819,18.25,126.1175738,2
14.0,17206.61,1523.884167,10.0,8.0,33.0,8.0,38.0,18.0,1.85,10.0,3218.04,33.6628252,9.333333333333334,37.17451179,2
19.0,59681.56,5229.463333,6.0,3.0,6.0,3.0,17.0,20.0,11.99,0.0,55.92,35.44106259,18.5,100.6961224,2
20.0,59681.56,5229.463333,6.0,3.0,6.0,3.0,15.0,21.0,11.99,5.0,55.92,24.1931292,19.0,626.3791824,2
35.0,8175.65,424.3041667,8.0,10.0,15.0,7.0,43.0,22.0,21.47,11.0,4156.36,30.86254444,2.3333333333333335,25.03493581,2
35.0,8175.65,424.3041667,8.0,10.0,15.0,7.0,43.0,22.0,21.47,11.0,4156.36,34.53085854,2.6666666666666665,18.15943621,2
41.0,39314.02,3189.168333,7.0,7.0,22.0,5.0,47.0,14.0,13.75,6.0,2554.65,29.77697643,11.666666666666666,57.71096269,1
41.0,39314.02,3189.168333,7.0,7.0,22.0,5.0,47.0,12.0,13.75,11.0,2554.65,32.44606083,11.916666666666666,226.2839793,1
42.0,39314.02,3189.168333,7.0,7.0,22.0,5.0,48.0,14.0,18.75,11.0,2554.65,24.37154183,12.25,44.73469988,1
31.0,131693.37,10696.4475,0.0,7.0,10.0,3.0,29.0,3.0,1.78,1.0,1428.94,30.45658349,21.916666666666668,752.9278756,2
31.0,131693.37,10696.4475,0.0,7.0,10.0,3.0,29.0,5.0,1.78,6.0,1428.94,40.94718255,22.0,525.0927905,1
31.0,131693.37,10696.4475,0.0,7.0,10.0,3.0,29.0,3.0,1.78,6.0,1428.94,27.91677709,22.083333333333332,234.2748383,1
28.0,73623.22,5919.268333,5.0,3.0,5.0,2.0,8.0,10.0,17.52,4.0,74.48,28.29210397,31.666666666666668,86.47499259,2
35.0,33645.24,2693.77,4.0,6.0,2.0,3.0,8.0,12.0,10.47,9.0,1162.68,27.67140191,16.583333333333332,10000.0,2
40.0,54167.61,4806.9675,8.0,8.0,24.0,6.0,51.0,18.0,12.41,13.0,2145.42,25.67607688,19.416666666666668,470.2778696,1
40.0,54167.61,4806.9675,8.0,8.0,24.0,6.0,48.0,21.0,12.41,13.0,2145.42,39.65228374,19.5,276.7330327,1
33.0,9408846.0,908.4325,6.0,10.0,20.0,6.0,21.0,16.0,25.25,10.0,3358.6,37.98762391,11.333333333333334,92.64165689,2
19.0,30922.5,2477.875,8.0,8.0,26.0,9.0,61.0,21.0,21.83,9.0,4742.53,27.58741791,0.8333333333333334,163.9892356,2
19.0,30922.5,2477.875,8.0,8.0,26.0,9.0,61.0,23.0,21.83,13.0,4742.53,29.02098064,1.0833333333333333,180.1361419,2
20.0,30922.5,2477.875,8.0,8.0,26.0,9.0,61.0,21.0,21.83,13.0,4742.53,35.49549283,1.25,115.4389,2
20.0,30922.5,2477.875,8.0,8.0,26.0,9.0,61.0,21.0,19.83,13.0,4742.53,26.42234047,1.4166666666666667,10000.0,2
15.0,15984.15,1303.0125,5.0,7.0,34.0,7.0,30.0,14.0,15.77,8.0,1412.45,29.44295247,6.833333333333333,36.34143165,1
15.0,16873.05,1459.0875,6.0,8.0,21.0,7.0,40.0,22.0,2.67,11.0,3600.43,34.24706414,6.666666666666667,124.7938228,1
35.0,34297.9,2801.158333,9.0,8.0,16.0,8.0,58.0,17.0,26.5,12.0,4469.48,33.77974675,2.5833333333333335,160.1127974,1
35.0,34297.9,2801.158333,9.0,8.0,16.0,8.0,61.0,17.0,21.5,12.0,4469.48,29.21573762,2.6666666666666665,10000.0,2
35.0,34297.9,2801.158333,9.0,8.0,16.0,8.0,61.0,14.0,21.5,12.0,4469.48,31.72807227,2.8333333333333335,158.003361,1
14.0,38980.76,3172.396667,8.0,8.0,25.0,9.0,27.0,17.0,9.43,10.0,2927.1,25.77001867,3.5833333333333335,10000.0,2
28.0,62845.76,4966.146667,2.0,3.0,7.0,3.0,6.0,0.0,8.69,3.0,463.98,29.54975895,27.75,142.2768254,2
26.0,29441.78,2192.481667,8.0,6.0,23.0,7.0,59.0,18.0,3.43,10.0,3727.23,34.32633313,11.583333333333334,156.8560593,1
22.0,44164.8,3425.4,8.0,7.0,14.0,4.0,16.0,10.0,9.08,7.0,1598.33,31.82262667,7.75,308.753144,2
39.0,31227.62,2745.301667,0.0,4.0,1.0,2.0,14.0,3.0,6.08,5.0,364.35,24.45955023,28.75,191.064152,3
39.0,31227.62,2745.301667,0.0,4.0,1.0,2.0,14.0,7.0,6.08,5.0,364.35,39.60998627,28.833333333333332,229.7873837,3
51.0,97688.4,7872.7,6.0,7.0,13.0,2.0,13.0,20.0,4.63,1.0,1299.16,26.22809509,27.083333333333332,385.0851428,2
37.0,53265.96,4286.83,9.0,5.0,29.0,5.0,57.0,19.0,-0.89,13.0,2545.1,31.90698499,8.916666666666666,150.7984529,1
34.0,22438.27,1856.855833,7.0,7.0,9.0,4.0,17.0,13.0,11.24,3.0,167.57,27.12143858,29.0,67.16298963,2
24.0,92949.78,7774.815,0.0,5.0,10.0,4.0,15.0,13.0,7.88,3.0,1037.46,36.01437523,25.083333333333332,228.6004434,2
20.0,16684.91,1138.409167,8.0,8.0,27.0,7.0,57.0,27.0,6.22,11.0,2588.85,25.65963708,5.416666666666667,117.3187458,1
32.0,37648.1,3199.341667,6.0,6.0,19.0,6.0,19.0,15.0,-4.41,6.0,2316.79,24.60963684,9.583333333333334,24.01123113,1
33.0,37648.1,3199.341667,6.0,6.0,19.0,6.0,19.0,15.0,2.59,6.0,2316.79,36.82065612,10.0,223.0419453,1
21.0,39608.9,3503.741667,6.0,5.0,31.0,9.0,54.0,18.0,4.96,9.0,2947.72,34.34098863,14.0,54.89049408,1
26.0,56285.44,4990.453333,5.0,5.0,12.0,3.0,10.0,1.0,8.25,4.0,29.18,31.65557405,21.25,97.51826201,1
26.0,56285.44,4990.453333,5.0,5.0,12.0,3.0,8.0,6.0,8.25,4.0,29.18,26.22876532,21.333333333333332,529.5454302,1
45.0,41535.69,3622.3075,0.0,4.0,12.0,0.0,22.0,2.0,4.45,3.0,1077.75,32.9993901,27.75,10000.0,1
30.0,120671.25,9851.9375,4.0,3.0,3.0,4.0,1.0,9.0,10.96,3.0,755.16,37.84512926,16.25,96.4917542,2
29.0,14958.69,1352.5575,6.0,10.0,21.0,6.0,34.0,17.0,29.84,15.0,4373.94,23.35174144,2.8333333333333335,100.1927769,2
14.0,87786.15,7424.5125,5.0,5.0,13.0,1.0,32.0,16.0,10.02,10.0,1428.48,41.48109349,17.666666666666668,193.4874407,2
14.0,87786.15,7424.5125,5.0,5.0,13.0,1.0,29.0,16.0,10.02,10.0,1428.48,31.98088674,17.75,228.3411945,2
24.0,44640.32,3792.026667,3.0,6.0,1.0,4.0,4.0,10.0,10.19,2.0,700.43,25.69242708,18.75,261.7910352,2
47.0,29085.38,2200.781667,3.0,5.0,16.0,4.0,30.0,15.0,15.71,2.0,328.7,35.42070508,24.75,255.6490479,2
47.0,29085.38,2200.781667,3.0,5.0,16.0,4.0,34.0,12.0,15.71,2.0,328.7,25.78504436,24.833333333333332,175.866928,2
38.0,78385.2,6744.1,9.0,5.0,21.0,8.0,33.0,16.0,17.31,13.0,3276.46,37.93736187,9.25,158.0742219,2
40.0,20127.115,1800.259583,4.0,4.0,8.0,2.0,9.0,8.0,10.59,5.0,328.91,24.37914859,18.25,109.7012403,1
49.0,41235.33,3384.2775,3.0,3.0,1.0,3.0,11.0,3.0,3.93,2.0,734.69,29.73170224,16.583333333333332,61.59887078,2
21.0,33214.4,2842.866667,8.0,6.0,22.0,9.0,57.0,21.0,18.48,7.0,2681.54,39.78109684,10.083333333333334,154.3991632,1
21.0,33214.4,2842.866667,8.0,6.0,22.0,9.0,57.0,19.0,18.48,7.0,2681.54,28.11431344,10.416666666666666,62.08859519,1
30.0,166891.6,13668.63333,1.0,6.0,4.0,1.0,4.0,1.0,11.72,4.0,515.62,38.35259189,32.083333333333336,432.6659024,3
25.0,52312.68,4250.39,6.0,5.0,17.0,4.0,8.0,1749.0,9.73,2.0,202.68,23.67953392,30.416666666666668,261.2109794,2
26.0,52312.68,4250.39,6.0,5.0,17.0,4.0,5.0,18.0,9.73,4.0,202.68,40.28699667,31.0,58.66019165,2
31.0,16490.8,1574.233333,1.0,3.0,5.0,2.0,6.0,11.0,1.5,3.0,1015.0,28.66217694,20.916666666666668,208.5038673,2
31.0,16490.8,1574.233333,1.0,3.0,5.0,2.0,5.0,13.0,1.5,3.0,1015.0,25.77395935,21.083333333333332,153.7493461,3
31.0,16490.8,1574.233333,1.0,3.0,5.0,2.0,6.0,10.0,1.5,3.0,1015.0,29.59086615,21.333333333333332,144.8904349,3
31.0,8151.41,926.2841667,9.0,7.0,15.0,6.0,38.0,23.0,-1.41,9.0,1418.45,26.10228046,6.25,34.34489643,1
31.0,8151.41,926.2841667,9.0,7.0,15.0,6.0,38.0,26.0,3.59,9.0,1418.45,30.9457589,6.333333333333333,70.68212331,2
18.0,40009.74,3552.145,3.0,6.0,15.0,4.0,7.0,13.0,9.12,6.0,1372.21,38.1540091,20.916666666666668,210.9945259,2
18.0,40009.74,3552.145,3.0,6.0,15.0,4.0,2.0,11.0,14.12,6.0,1372.21,37.57957856,21.416666666666668,10000.0,2
35.0,11586.145,1229.512083,8.0,4.0,11.0,4.0,14.0,17.0,7.38,0.0,403.13,23.64485755,26.5,105.9780841,2
24.0,33119.82,3024.985,10.0,5.0,32.0,5.0,50.0,21.0,13.79,7.0,2545.0,27.93299947,14.083333333333334,326.8957594,2
25.0,33119.82,3024.985,10.0,5.0,32.0,5.0,50.0,21.0,19.79,10.0,2545.0,29.3340373,14.333333333333334,23.69519321,2
43.0,70078.82,5727.901667,7.0,6.0,13.0,2.0,10.0,8.0,7.25,4.0,1169.99,27.18635416,23.833333333333332,94.2149754,2
43.0,70078.82,5727.901667,7.0,6.0,13.0,2.0,10.0,10.0,1.25,4.0,1169.99,33.9075682,23.916666666666668,10000.0,2
25.0,62214.36,4997.53,9.0,7.0,19.0,9.0,56.0,17.0,1.05,8.0,2892.91,32.44061106,14.0,97.65697048,1
25.0,62214.36,4997.53,9.0,7.0,19.0,9.0,56.0,17.0,1.05,11.0,2892.91,36.12806503,14.25,191.2741091,1
36.0,67412.2,5911.683333,6.0,5.0,7.0,2.0,23.0,13.0,17.7,9.0,858.85,38.36092166,28.583333333333332,519.3154238,2
36.0,107289.36000000002,9031.78,6.0,4.0,7.0,3.0,9.0,9.0,7.77,5.0,815.62,24.05917788,23.25,775.0864123,2
26.0,14406.71,1236.559167,6.0,7.0,32.0,7.0,63.0,21.0,1.61,14.0,1286.9,35.79616091,17.416666666666668,160.2071138,1
27.0,18743.075,1330.922917,2.0,7.0,4.0,4.0,7.0,12.0,9.46,0.0,183.15,31.43186754,22.5,72.23327079,3
27.0,18743.075,1330.922917,2.0,7.0,4.0,4.0,7.0,12.0,12.46,0.0,183.15,31.36524684,22.583333333333332,135.2339872,3
37.0,90160.11,7412.3425,5.0,3.0,20.0,4.0,22.0,13.0,3.87,1.0,1174.21,39.88449885,24.25,440.4300085,2
39.0,84355.98,7304.665,4.0,4.0,9.0,1.0,3.0,3.0,2.07,8.0,641.33,36.2260371,19.083333333333332,616.2836274,3
17.0,10389.575,567.7979167,9.0,10.0,26.0,5.0,39.0,16.0,26.22,12.0,3848.3,41.03136394,13.583333333333334,28.29481249,2
41.0,41600.34,3507.695,7.0,3.0,17.0,6.0,27.0,12.0,8.32,11.0,2600.88,31.21354732,19.75,115.9460602,1
41.0,41600.34,3507.695,7.0,3.0,17.0,6.0,27.0,12.0,11.32,11.0,2600.88,26.7714595,19.916666666666668,276.0415446,2
28.0,18733.04,1456.086667,10.0,8.0,22.0,9.0,40.0,24.0,28.12,13.0,3801.94,38.90175357,3.0833333333333335,187.9955094,1
28.0,18733.04,1456.086667,10.0,8.0,22.0,9.0,35.0,21.0,28.12,13.0,3801.94,24.37530557,3.25,194.9070774,2
29.0,95295.57,7943.2975,6.0,6.0,3.0,0.0,13.0,20.0,11.14,1.0,406.93,35.62815425,24.75,759.9879933,1
39.0,20027.03,1889.919167,4.0,6.0,6.0,5.0,11.0,14.0,14.72,5.0,1183.81,33.61833217,7.833333333333333,170.4243173,1
39.0,20027.03,1889.919167,4.0,6.0,6.0,5.0,11.0,16.0,14.72,5.0,1183.81,34.44534336,8.083333333333334,74.81162099,1
37.0,106418.67,8961.2225,3.0,6.0,15.0,3.0,14.0,17.0,19.31,7.0,848.03,28.49658513,5.166666666666667,155.7113258,2
41.0,17680.78,1663.398333,10.0,5.0,17.0,6.0,23.0,6.0,16.02,12.0,2253.32,31.21298255,8.833333333333334,38.1580617,1
55.0,58885.7,4656.141667,1.0,6.0,2.0,3.0,7.0,11.0,0.9,0.0,415.3,28.63528803,24.166666666666668,74.71005694,3
53.0,17931.375,1633.28125,6.0,6.0,16.0,3.0,19.0,7.0,8.3,1.0,51.82,33.35698624,16.333333333333332,94.45068078,2
53.0,17931.375,1633.28125,6.0,6.0,16.0,3.0,24.0,8.0,1.3,1.0,51.82,25.83964191,16.583333333333332,88.50006859,2
36.0,7681.49,855.1241667,9.0,6.0,28.0,6.0,18.0,24.0,27.56,8.0,2678.79,24.82081165,13.666666666666666,108.7597042,2
17.0,17910.36,1521.53,5.0,7.0,15.0,6.0,24.0,8.0,8.13,9.0,2577.05,37.50525206,9.75,45.83908857,1
43.0,14293.43,1465.119167,7.0,7.0,18.0,7.0,12.0,14.0,9.55,11.0,2352.93,25.36852599,5.833333333333333,100.8555031,1
43.0,14293.43,1465.119167,7.0,7.0,18.0,7.0,12.0,14.0,9.55,13.0,2352.93,24.46152913,6.0,195.5301357,1
14.0,28312.79,2566.399167,3.0,3.0,5.0,3.0,29.0,9.0,16.57,5.0,365.77,34.38215772,9.25,68.96178872,2
27.0,51377.88,4406.49,6.0,5.0,19.0,4.0,19.0,20.0,9.81,3.0,372.54,37.29397193,19.416666666666668,94.20210556,2
27.0,51377.88,4406.49,6.0,5.0,19.0,4.0,19.0,19.0,6.81,3.0,372.54,39.3459086,19.5,144.2761986,2
30.0,7084.365,710.36375,6.0,6.0,27.0,7.0,23.0,14.0,22.3,4.0,1293.67,30.95638452,5.166666666666667,41.73788634,1
31.0,147996.72,12395.06,2.0,4.0,6.0,3.0,5.0,9.0,3.19,2.0,248.16,27.66909311,23.333333333333332,175.3358249,3
38.0,35006.38,3103.198333,7.0,7.0,33.0,3.0,50.0,18.0,8.57,7.0,2680.07,32.03507467,13.166666666666666,323.0793677,1
40.0,85059.6,6851.3,4.0,3.0,17.0,5.0,5.0,15.0,13.62,8.0,353.75,25.82741838,17.583333333333332,512.0128802,2
41.0,85059.6,6851.3,4.0,3.0,17.0,5.0,5.0,15.0,18.62,13.0,353.75,36.83432392,17.916666666666668,81.84261867,2
33.0,80143.74,6438.645,6.0,5.0,17.0,3.0,29.0,15.0,6.52,3.0,1129.59,29.89656079,31.416666666666668,110.1914325,2
32.0,4206569.0,3335.886667,7.0,6.0,16.0,7.0,31.0,20.0,-2.82,10.0,1371.12,25.81892953,9.5,33.8040631,2
32.0,38698.64,3335.886667,7.0,6.0,16.0,7.0,32.0,17.0,3.18,10.0,1371.12,24.0654339,9.75,100.6424142,1
32.0,58792.74,4876.395,1.0,4.0,1.0,0.0,14.0,10.0,2.82,2.0,57.78,33.11034902,18.0,590.3627123,1
32.0,58792.74,4876.395,1.0,4.0,1.0,0.0,13.0,10.0,2.82,2.0,57.78,38.00192875,18.083333333333332,522.2096216,2
32.0,58792.74,4876.395,1.0,4.0,1.0,0.0,13.0,4161.0,2.82,2.0,57.78,33.94655522,18.166666666666668,543.695588,2
32.0,58792.74,4876.395,1.0,4.0,1.0,0.0,15.0,12.0,2.82,2.0,57.78,29.82817649,18.5,119.9157333,2
33.0,135596.28,11343.69,4.0,3.0,12.0,1.0,17.0,12.0,3.85,2.0,298.74,31.55672412,15.833333333333334,228.2647968,2
34.0,172891.36,14156.61333,3.0,7.0,1.0,3.0,3.0,4.0,11.93,3.0,922.15,35.40559455,27.333333333333332,544.6678644,2
46.0,16319.375,1518.947917,7.0,3.0,1.0,2.0,16.0,13.0,7.67,4.0,1275.32,36.36884119,23.416666666666668,57.04687231,2
23.0,30128.6,2716.716667,8.0,10.0,24.0,5.0,48.0,15.0,15.65,12.0,2486.16,34.90579255,11.916666666666666,244.9993783,1
26.0,59458.29,4692.8575,8.0,5.0,13.0,1.0,27.0,20.0,6.62,1.0,1114.52,39.19704016,19.416666666666668,51.70356134,2
20.0,13506.895,1369.574583,3.0,5.0,12.0,0.0,30.0,8.0,10.97,8.0,945.04,24.00564053,6.5,147.3397795,2
21.0,13506.895,1369.574583,3.0,5.0,12.0,0.0,26.0,8.0,5.97,8.0,945.04,24.34754948,6.75,77.57782339,2
44.0,20062.49,1908.874167,10.0,5.0,18.0,7.0,40.0,25.0,21.07,10.0,3212.49,34.55804008,11.833333333333334,148.3509984,1
44.0,20062.49,1908.874167,10.0,5.0,18.0,7.0,49.0,26.0,21.07,10.0,3212.49,35.18758788,12.0,143.1452344,1
45.0,20062.49,1908.874167,10.0,5.0,18.0,7.0,45.0,25.0,21.07,11.0,3212.49,39.92560561,12.083333333333334,108.4533918,1
44.0,32632.16,2789.346667,6.0,9.0,25.0,2.0,39.0,25.0,12.68,7.0,1309.09,31.37728816,15.0,69.59931399,1
44.0,32632.16,2789.346667,6.0,9.0,25.0,2.0,39.0,25.0,7.68,7.0,1309.09,38.15903611,15.166666666666666,88.3168135,1
44.0,32632.16,2789.346667,6.0,9.0,25.0,2.0,39.0,24.0,7.68,7.0,1309.09,26.38343328,15.333333333333334,70.52461781,1
26.0,9045.635,948.8029167,7.0,7.0,19.0,7.0,47.0,16.0,16.53,12.0,3098.74,40.39422774,11.666666666666666,24.21377978,2
27.0,62848.74,4980.395,10.0,6.0,20.0,6.0,26.0,23.0,17.8,10.0,4623.69,24.63880119,2.8333333333333335,77.58843127,1
20.0,9921.775,753.8145833,7.0,9.0,26.0,8.0,57.0,19.0,16.56,11.0,4703.9,34.48804865,12.833333333333334,33.87835954,1
22.0,9446.245,995.1870833,6.0,7.0,9.0,7.0,23.0,15.0,9.07,8.0,1689.51,36.44839406,19.5,39.68429157,1
29.0,19599.81,1716.3175,6.0,7.0,31.0,5.0,25.0,19.0,12.42,7.0,1825.52,30.91787806,14.916666666666666,31.70118101,2
30.0,19599.81,1716.3175,6.0,7.0,31.0,5.0,20.0,19.0,12.42,7.0,1825.52,29.64859195,15.333333333333334,123.8485426,1
27.0,17417.6,1534.466667,9.0,10.0,25.0,9.0,25.0,24.0,26.92,12.0,4837.96,28.1281938,5.916666666666667,33.00045085,2
25.0,24098.63,2297.219167,5.0,3.0,16.0,4.0,29.0,8.0,5.87,0.0,560.58,28.15249529,21.75,71.07629705,2
24.0,27372.59,2564.049167,8.0,7.0,11.0,0.0,14.0,15.0,13.06,1.0,1131.86,29.92702919,21.833333333333332,158.1589779,2
42.0,17393.16,1230.43,7.0,8.0,23.0,7.0,19.0,359.0,-5.17,6.0,1396.22,31.42311609,15.25,30.95897104,1
36.0,89722.4,7646.866667,2.0,5.0,5.0,2.0,0.0,7.0,2.47,7.0,1071.85,32.82670851,16.583333333333332,785.7886611,3
23.0,102383.19,8539.9325,6.0,5.0,17.0,4.0,29.0,16.0,9.49,10.0,1407.61,33.50411041,24.25,10000.0,2
43.0,36366.68,2987.556667,5.0,4.0,13.0,2.0,16.0,19.0,13.17,4.0,484.73,35.26037573,31.916666666666668,47.54994816,2
43.0,36366.68,2987.556667,5.0,4.0,13.0,2.0,16.0,18.0,13.17,4.0,484.73,28.70400458,32.0,257.395688,2
43.0,36366.68,2987.556667,5.0,4.0,13.0,2.0,21.0,18.0,17.17,4.0,484.73,27.41616853,32.25,62.56143877,2
32.0,28452.8,2267.066667,10.0,8.0,21.0,5.0,58.0,22.0,8.18,11.0,1909.79,36.60115857,18.166666666666668,10000.0,2
17.0,19040.44,1865.703333,6.0,5.0,5.0,7.0,16.0,9.0,9.05,7.0,2492.06,27.07104016,8.583333333333334,187.3766375,1
37.0,47291.79,3852.9825,10.0,6.0,28.0,8.0,38.0,21.0,20.27,8.0,3148.34,31.58618425,12.583333333333334,10000.0,2
35.0,15377.55,1208.4625,3.0,4.0,5.0,3.0,2.0,7.0,0.51,8.0,678.99,30.74568352,28.083333333333332,64.54570507,3
47.0,57728.22,4661.685,4.0,6.0,8.0,4.0,28.0,6.0,9.2,3.0,167.02,24.05920467,19.833333333333332,222.6652421,3
45.0,8053.37,656.1141667,6.0,5.0,6.0,5.0,12.0,17.0,7.1,7.0,886.98,27.61694541,10.833333333333334,37.31852593,2
45.0,8053.37,656.1141667,6.0,5.0,6.0,5.0,14.0,17.0,12.1,7.0,886.98,25.14268548,10.916666666666666,54.13268755,2
21.0,20417.43,1807.4525,4.0,1.0,10.0,2.0,14.0,9.0,9.51,4.0,312.66,37.65050226,21.666666666666668,55.97738541,2
30.0,16598.74,1381.228333,7.0,6.0,31.0,5.0,9.0,13.0,7.8,13.0,1689.33,24.04138324,7.666666666666667,175.9128526,1
45.0,62565.6,5086.8,8.0,8.0,24.0,4.0,17.0,20.0,6.94,8.0,1401.39,39.88325955,15.0,292.5639059,1
35.0,87671.6,7202.966667,7.0,3.0,12.0,4.0,11.0,14.0,17.14,12.0,1375.37,31.08738665,14.416666666666666,67.76099872,2
43.0,31356.66,2736.055,10.0,9.0,25.0,7.0,30.0,22.0,17.37,6.0,3244.97,31.51094763,3.9166666666666665,163.3266363,1
41.0,18157.03,1813.085833,5.0,5.0,20.0,4.0,9.0,11.0,3.2,0.0,762.58,33.18828838,26.083333333333332,75.35712887,2
41.0,18157.03,1813.085833,5.0,5.0,20.0,4.0,7.0,15.0,3.2,0.0,762.58,40.02955688,26.25,45.87152678,2
34.0,16173.51,1581.7925,8.0,6.0,17.0,2.0,16.0,18.0,17.59,7.0,751.55,32.19157875,5.916666666666667,121.5478327,2
45.0,54622.5,4371.875,8.0,9.0,23.0,7.0,20.0,16.0,21.92,17.0,3445.84,40.06878806,6.5,43.60744176,2
46.0,54622.5,4371.875,8.0,9.0,23.0,7.0,19.0,16.0,21.92,17.0,3445.84,24.34602016,6.666666666666667,86.70138412,2
52.0,29060.32,2235.693333,8.0,5.0,9.0,4.0,6.0,15.0,8.2,3.0,865.12,33.47688223,19.75,194.4425345,2
52.0,29060.32,2235.693333,8.0,5.0,9.0,4.0,11.0,15.0,8.2,3.0,865.12,30.62105663,19.833333333333332,202.4059859,2
34.0,83989.44,6807.12,7.0,7.0,19.0,7.0,59.0,10.0,10.55,11.0,1926.7,37.47133588,15.083333333333334,445.2479138,1
34.0,83989.44,6807.12,7.0,7.0,19.0,7.0,59.0,13.0,10.55,11.0,1926.7,24.67397318,15.25,138.75577,1
42.0,80264.88,6635.74,6.0,5.0,31.0,4.0,37.0,24.0,8.31,13.0,1522.85,28.71648289,6.416666666666667,267.7419801,1
42.0,80264.88,6635.74,6.0,5.0,31.0,4.0,37.0,24.0,8.31,13.0,1522.85,34.09912363,6.916666666666667,111.2418904,2
33.0,40591.74,3156.645,5.0,5.0,16.0,4.0,22.0,13.0,12.36,4.0,278.43,40.80289447,19.166666666666668,93.05240073,2
21.0,69506.16,5868.18,8.0,6.0,17.0,1.0,15.0,17.0,16.76,4.0,460.46,30.29479721,16.5,117.3506956,3
42.0,18623.23,1765.935833,7.0,6.0,16.0,6.0,18.0,19.0,5.37,6.0,1932.49,28.76146965,14.083333333333334,35.7745634,1
34.0,117946.44,9988.87,4.0,5.0,1.0,3.0,4.0,0.0,14.51,0.0,573.65,34.30017962,25.166666666666668,83.30410823,3
35.0,117946.44,9988.87,4.0,5.0,1.0,3.0,4.0,0.0,9.51,0.0,573.65,27.88355271,25.5,1305.433843,3
36.0,49187.06999999999,3823.9225,6.0,6.0,25.0,6.0,26.0,11.0,12.04,7.0,1357.26,36.20811567,17.083333333333332,204.4228724,1
36.0,49187.07,3823.9225,6.0,6.0,25.0,6.0,26.0,13.0,12.04,7.0,1357.26,28.49350396,17.166666666666668,63.57757991,2
43.0,96882.93,8229.5775,5.0,6.0,6.0,1.0,8.0,3.0,11.61,4.0,355.41,39.63565336,30.916666666666668,56.05246955,1
